,root,triad,bass,fingering
1148,B,m6,none,"[(2, 3), (0, 0), (1, 1), (0, 0), (2, 2), (-1, -1)]"
1149,B,m6,none,"[(4, 4), (3, 2), (4, 3), (-1, -1), (2, 1), (-1, -1)]"
1150,B,m6,none,"[(7, 1), (9, 4), (7, 1), (9, 3), (-1, -1), (7, 1)]"
1151,B,m6,none,"[(-1, -1), (0, 3), (11, 1), (0, 2), (11, 1), (-1, -1)]"
1152,B,7(b9),none,"[(-1, -1), (1, 1), (2, 3), (1, 1), (2, 2), (-1, -1)]"
1153,B,7(b9),none,"[(-1, -1), (-1, -1), (5, 1), (7, 4), (6, 2), (7, 3)]"
1154,B,7(b9),none,"[(7, 3), (7, 1), (8, 2), (7, 1), (-1, -1), (7, 1)]"
1155,B,7(b9),none,"[(2, 4), (1, 1), (2, 3), (1, 1), (2, 2), (-1, -1)]"
1156,B,7(b9),none,"[(8, 4), (-1, -1), (8, 3), (7, 2), (-1, -1), (7, 1)]"
1157,B,7(b9),none,"[(-1, -1), (7, 4), (5, 1), (7, 3), (6, 2), (-1, -1)]"
1158,B,m9,none,"[(-1, -1), (2, 3), (2, 2), (0, 0), (2, 1), (-1, -1)]"
1159,B,m9,none,"[(-1, -1), (-1, -1), (6, 2), (7, 4), (5, 1), (7, 3)]"
1160,B,m9,none,"[(9, 4), (7, 1), (7, 1), (7, 1), (9, 3), (7, 1)]"
1161,B,sus4,none,"[(2, 1), (5, 4), (4, 3), (4, 2), (2, 1), (-1, -1)]"
1162,B,sus4,none,"[(7, 4), (5, 2), (4, 1), (4, 1), (-1, -1), (-1, -1)]"
1163,B,sus4,none,"[(7, 1), (7, 1), (9, 4), (9, 3), (7, 1), (7, 1)]"
1164,B,sus4,none,"[(-1, -1), (5, 4), (4, 3), (4, 3), (2, 1), (-1, -1)]"
1165,B,sus4,none,"[(0, 0), (0, 0), (4, 4), (4, 3), (2, 1), (-1, -1)]"
1166,B,6/9,none,"[(2, 4), (2, 3), (1, 1), (1, 1), (2, 2), (-1, -1)]"
1167,B,6/9,none,"[(7, 4), (7, 3), (6, 1), (6, 1), (6, 1), (7, 2)]"
1168,B,6/9,none,"[(9, 4), (9, 3), (8, 1), (9, 2), (-1, -1), (-1, -1)]"
1169,C,9(#5),none,"[(10, 4), (9, 3), (9, 2), (8, 1), (-1, -1), (-1, -1)]"
1170,C,13,none,"[(5, 4), (3, 3), (3, 3), (2, 1), (3, 2), (-1, -1)]"
1171,C,13,none,"[(5, 1), (5, 1), (7, 2), (8, 4), (-1, -1), (8, 3)]"
1172,C,13,none,"[(10, 4), (10, 3), (9, 2), (8, 1), (-1, -1), (8, 1)]"
1173,C,13,none,"[(-1, -1), (10, 4), (9, 3), (8, 2), (-1, -1), (8, 1)]"
1174,C,13,none,"[(8, 1), (10, 4), (9, 2), (8, 1), (10, 3), (8, 1)]"
1175,C,13,none,"[(5, 4), (3, 2), (3, 2), (2, 1), (-1, -1), (-1, -1)]"
1176,C,13,none,"[(5, 4), (3, 1), (3, 1), (-1, -1), (3, 1), (-1, -1)]"
1177,C,13,none,"[(8, 1), (10, 3), (9, 2), (8, 1), (-1, -1), (8, 1)]"
1178,C,7(#9),none,"[(-1, -1), (4, 4), (3, 3), (2, 1), (3, 2), (-1, -1)]"
1179,C,7(#9),none,"[(-1, -1), (8, 3), (8, 3), (8, 3), (7, 1), (8, 2)]"
1180,C,7(#9),none,"[(11, 4), (8, 1), (9, 2), (8, 1), (10, 3), (8, 1)]"
1181,C,9,none,"[(-1, -1), (3, 4), (3, 3), (2, 1), (3, 2), (-1, -1)]"
1182,C,9,none,"[(-1, -1), (8, 4), (7, 2), (8, 3), (7, 1), (-1, -1)]"
1183,C,9,none,"[(8, 4), (8, 3), (7, 1), (8, 2), (-1, -1), (-1, -1)]"
1184,C,9,none,"[(3, 3), (3, 3), (3, 3), (2, 1), (3, 2), (-1, -1)]"
1185,C,9,none,"[(3, 3), (3, 3), (3, 3), (2, 1), (3, 2), (-1, -1)]"
1186,C,9,none,"[(10, 1), (11, 2), (0, 3), (10, 1), (-1, -1), (-1, -1)]"
1187,C,9,none,"[(3, 3), (3, 3), (3, 3), (2, 1), (-1, -1), (3, 2)]"
1188,C,9,none,"[(-1, -1), (8, 4), (7, 1), (8, 3), (7, 1), (8, 2)]"
1189,C,9,none,"[(10, 3), (11, 4), (9, 1), (10, 2), (-1, -1), (-1, -1)]"
1190,C,9b5,none,"[(2, 1), (3, 4), (3, 3), (2, 1), (3, 2), (2, 1)]"
1191,C,9b5,none,"[(8, 4), (7, 1), (7, 1), (8, 3), (7, 1), (8, 2)]"
1192,C,9b5,none,"[(10, 1), (11, 3), (11, 2), (10, 1), (-1, -1), (-1, -1)]"
1193,C,maj13,none,"[(-1, -1), (10, 4), (9, 3), (9, 2), (-1, -1), (8, 1)]"
1194,C,maj13,none,"[(10, 4), (10, 4), (9, 3), (9, 2), (-1, -1), (8, 1)]"
1195,C,maj13,none,"[(5, 4), (3, 1), (4, 2), (5, 3), (3, 1), (-1, -1)]"
1196,C,maj13,none,"[(-1, -1), (3, 1), (4, 2), (7, 4), (3, 1), (-1, -1)]"
1197,C,maj13,none,"[(5, 4), (5, 3), (4, 2), (-1, -1), (3, 1), (-1, -1)]"
1198,C,maj13,none,"[(5, 4), (3, 1), (4, 2), (5, 3), (3, 1), (3, 1)]"
1199,C,7,none,"[(0, 0), (1, 1), (3, 4), (2, 2), (3, 3), (-1, -1)]"
1200,C,7,none,"[(3, 1), (5, 4), (3, 1), (5, 3), (3, 1), (-1, -1)]"
1201,C,7,none,"[(8, 1), (11, 4), (9, 2), (8, 1), (10, 3), (8, 1)]"
1202,C,7,none,"[(6, 3), (5, 1), (5, 1), (5, 1), (-1, -1), (-1, -1)]"
1203,C,7,none,"[(-1, -1), (-1, -1), (3, 3), (2, 1), (3, 2), (-1, -1)]"
1204,C,7,none,"[(8, 1), (11, 4), (9, 2), (10, 3), (-1, -1), (-1, -1)]"
1205,C,7,none,"[(8, 1), (8, 1), (9, 2), (8, 1), (10, 3), (8, 1)]"
1206,C,7,none,"[(-1, -1), (8, 3), (9, 4), (8, 2), (-1, -1), (8, 1)]"
1207,C,7,none,"[(0, 4), (11, 2), (0, 3), (10, 1), (-1, -1), (-1, -1)]"
1208,C,7,none,"[(0, 1), (1, 2), (3, 4), (2, 3), (-1, -1), (-1, -1)]"
1209,C,7,none,"[(3, 4), (-1, -1), (3, 3), (2, 1), (3, 2), (-1, -1)]"
1210,C,7,none,"[(-1, -1), (-1, -1), (3, 3), (2, 1), (-1, -1), (3, 2)]"
1211,C,7,none,"[(6, 2), (5, 1), (5, 1), (5, 1), (7, 3), (8, 4)]"
1212,C,7,none,"[(-1, -1), (1, 1), (3, 4), (2, 2), (3, 3), (-1, -1)]"
1213,C,7,none,"[(3, 1), (5, 4), (3, 1), (5, 3), (-1, -1), (-1, -1)]"
1214,C,7,none,"[(3, 4), (1, 1), (3, 3), (2, 2), (-1, -1), (-1, -1)]"
1215,C,7,none,"[(-1, -1), (1, 1), (3, 4), (2, 2), (3, 3), (-1, -1)]"
1216,C,dim7,none,"[(-1, -1), (-1, -1), (3, 3), (1, 1), (3, 4), (2, 2)]"
1217,C,dim7,none,"[(-1, -1), (7, 4), (5, 1), (8, 3), (6, 2), (-1, -1)]"
1218,C,dim7,none,"[(11, 4), (11, 2), (11, 3), (10, 1), (-1, -1), (-1, -1)]"
1219,C,dim7,none,"[(-1, -1), (4, 4), (3, 1), (4, 3), (3, 2), (-1, -1)]"
1220,C,dim7,none,"[(2, 4), (1, 2), (3, 3), (1, 1), (-1, -1), (-1, -1)]"
1221,C,dim7,none,"[(11, 3), (11, 1), (11, 2), (-1, -1), (-1, -1), (-1, -1)]"
1222,C,dim7,none,"[(-1, -1), (1, 2), (3, 4), (1, 1), (-1, -1), (2, 3)]"
1223,C,dim7,none,"[(-1, -1), (4, 2), (5, 4), (4, 1), (-1, -1), (6, 3)]"
1224,C,dim7,none,"[(-1, -1), (7, 2), (8, 4), (8, 1), (-1, -1), (8, 3)]"
1225,C,dim7,none,"[(6, 4), (4, 2), (5, 3), (4, 1), (-1, -1), (-1, -1)]"
1226,C,dim7,none,"[(8, 4), (7, 2), (8, 3), (8, 1), (-1, -1), (-1, -1)]"
1227,C,dim7,none,"[(-1, -1), (11, 4), (8, 1), (10, 3), (9, 2), (-1, -1)]"
1228,C,dim7,none,"[(-1, -1), (1, 4), (11, 1), (1, 3), (1, 2), (-1, -1)]"
1229,C,dim7,none,"[(-1, -1), (11, 2), (11, 4), (10, 1), (-1, -1), (11, 3)]"
1230,C,dim7,none,"[(-1, -1), (-1, -1), (3, 2), (1, 1), (3, 3), (-1, -1)]"
1231,C,dim7,none,"[(-1, -1), (-1, -1), (8, 3), (8, 1), (-1, -1), (8, 2)]"
1232,C,aug,none,"[(-1, -1), (1, 1), (1, 1), (2, 2), (3, 3), (-1, -1)]"
1233,C,aug,none,"[(-1, -1), (-1, -1), (1, 1), (2, 2), (3, 3), (4, 4)]"
1234,C,aug,none,"[(8, 1), (9, 3), (9, 2), (10, 4), (-1, -1), (-1, -1)]"
1235,C,maj,none,"[(0, 0), (1, 1), (0, 0), (2, 2), (3, 3), (0, 0)]"
1236,C,maj,none,"[(-1, -1), (5, 3), (5, 3), (5, 3), (3, 1), (-1, -1)]"
1237,C,maj,none,"[(8, 1), (8, 1), (9, 2), (10, 4), (10, 3), (8, 1)]"
1238,C,maj,none,"[(0, 0), (1, 1), (0, 0), (2, 2), (3, 3), (-1, -1)]"
1239,C,maj,none,"[(0, 0), (1, 1), (0, 0), (-1, -1), (-1, -1), (-1, -1)]"
1240,C,maj,none,"[(3, 1), (5, 3), (5, 3), (5, 3), (3, 1), (-1, -1)]"
1241,C,maj,none,"[(0, 0), (5, 4), (5, 3), (5, 2), (3, 1), (-1, -1)]"
1242,C,maj,none,"[(0, 0), (1, 1), (0, 0), (2, 2), (3, 4), (3, 3)]"
1243,C,maj,none,"[(-1, -1), (-1, -1), (9, 3), (-1, -1), (-1, -1), (8, 2)]"
1244,C,maj,none,"[(-1, -1), (1, 1), (0, 0), (2, 2), (3, 3), (-1, -1)]"
1245,C,maj,none,"[(8, 4), (5, 1), (5, 1), (5, 1), (-1, -1), (-1, -1)]"
1246,C,maj,none,"[(3, 1), (5, 4), (5, 3), (-1, -1), (-1, -1), (-1, -1)]"
1247,C,maj,none,"[(-1, -1), (5, 1), (5, 1), (5, 1), (-1, -1), (-1, -1)]"
1248,C,maj,none,"[(-1, -1), (-1, -1), (-1, -1), (2, 1), (3, 2), (-1, -1)]"
1249,C,maj,none,"[(8, 1), (8, 1), (9, 2), (10, 3), (-1, -1), (-1, -1)]"
1250,C,maj,none,"[(3, 4), (1, 1), (0, 0), (2, 2), (3, 3), (-1, -1)]"
1251,C,maj,none,"[(-1, -1), (5, 4), (0, 0), (-1, -1), (3, 1), (-1, -1)]"
1252,C,maj,none,"[(0, 0), (1, 1), (0, 0), (2, 2), (-1, -1), (3, 3)]"
1253,C,11,none,"[(3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (-1, -1)]"
1254,C,11,none,"[(6, 1), (6, 1), (7, 2), (8, 4), (-1, -1), (8, 3)]"
1255,C,11,none,"[(10, 1), (11, 2), (10, 1), (10, 1), (-1, -1), (-1, -1)]"
1256,C,maj9,none,"[(-1, -1), (3, 3), (4, 4), (2, 1), (3, 2), (-1, -1)]"
1257,C,maj9,none,"[(-1, -1), (-1, -1), (7, 1), (9, 3), (7, 1), (8, 2)]"
1258,C,maj9,none,"[(7, 1), (8, 2), (7, 1), (10, 4), (-1, -1), (-1, -1)]"
1259,C,maj9,none,"[(0, 0), (3, 2), (4, 3), (5, 4), (3, 1), (-1, -1)]"
1260,C,maj9,none,"[(0, 0), (3, 2), (4, 3), (0, 0), (3, 1), (-1, -1)]"
1261,C,maj9,none,"[(0, 0), (0, 0), (0, 0), (0, 0), (3, 3), (-1, -1)]"
1262,C,maj9,none,"[(3, 2), (3, 2), (4, 3), (2, 1), (-1, -1), (-1, -1)]"
1263,C,maj9,none,"[(10, 4), (8, 1), (9, 3), (9, 2), (-1, -1), (-1, -1)]"
1264,C,maj9,none,"[(0, 0), (1, 1), (0, 0), (0, 0), (2, 2), (-1, -1)]"
1265,C,maj9,none,"[(-1, -1), (8, 3), (7, 1), (9, 4), (-1, -1), (8, 2)]"
1266,C,maj9,none,"[(10, 3), (0, 4), (9, 1), (10, 2), (-1, -1), (-1, -1)]"
1267,C,sus2,none,"[(3, 1), (3, 1), (5, 4), (5, 3), (3, 1), (-1, -1)]"
1268,C,sus2,none,"[(3, 4), (3, 3), (0, 0), (-1, -1), (3, 2), (-1, -1)]"
1269,C,sus2,none,"[(3, 4), (3, 3), (0, 0), (0, 0), (3, 2), (-1, -1)]"
1270,C,m11,none,"[(-1, -1), (6, 1), (8, 4), (8, 3), (-1, -1), (8, 2)]"
1271,C,m11,none,"[(1, 1), (3, 4), (3, 3), (1, 1), (3, 2), (-1, -1)]"
1272,C,m11,none,"[(6, 1), (6, 1), (8, 4), (8, 3), (-1, -1), (8, 2)]"
1273,C,m11,none,"[(1, 1), (4, 4), (3, 3), (1, 1), (3, 2), (-1, -1)]"
1274,C,m11,none,"[(3, 1), (4, 2), (3, 1), (3, 1), (3, 1), (-1, -1)]"
1275,C,m11,none,"[(3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (-1, -1)]"
1276,C,m11,none,"[(-1, -1), (6, 1), (8, 4), (8, 3), (-1, -1), (-1, -1)]"
1277,C,m11,none,"[(1, 1), (1, 1), (3, 3), (1, 1), (-1, -1), (-1, -1)]"
1278,C,add9,none,"[(3, 4), (3, 3), (0, 0), (2, 1), (3, 2), (-1, -1)]"
1279,C,add9,none,"[(0, 0), (3, 3), (0, 0), (2, 1), (3, 2), (-1, -1)]"
1280,C,add9,none,"[(10, 4), (8, 1), (9, 2), (10, 3), (-1, -1), (-1, -1)]"
1281,C,add9,none,"[(0, 0), (3, 2), (0, 0), (0, 0), (3, 1), (-1, -1)]"
1282,C,add9,none,"[(0, 0), (1, 1), (0, 0), (0, 0), (3, 3), (-1, -1)]"
1283,C,m7b5,none,"[(-1, -1), (4, 4), (3, 2), (4, 3), (3, 1), (-1, -1)]"
1284,C,m7b5,none,"[(-1, -1), (7, 1), (8, 4), (8, 3), (-1, -1), (8, 2)]"
1285,C,m7b5,none,"[(-1, -1), (-1, -1), (8, 1), (8, 1), (9, 2), (8, 1)]"
1286,C,m7b5,none,"[(11, 2), (11, 2), (11, 2), (10, 1), (-1, -1), (-1, -1)]"
1287,C,m7b5,none,"[(2, 1), (4, 4), (3, 3), (-1, -1), (3, 2), (-1, -1)]"
1288,C,m13,none,"[(-1, -1), (10, 4), (8, 3), (8, 3), (-1, -1), (8, 2)]"
1289,C,m13,none,"[(5, 4), (3, 2), (3, 2), (1, 1), (-1, -1), (-1, -1)]"
1290,C,m,none,"[(-1, -1), (1, 2), (0, 0), (1, 1), (3, 4), (-1, -1)]"
1291,C,m,none,"[(3, 1), (4, 2), (5, 4), (5, 3), (3, 1), (-1, -1)]"
1292,C,m,none,"[(8, 1), (8, 1), (8, 1), (10, 4), (10, 3), (8, 1)]"
1293,C,m,none,"[(-1, -1), (4, 2), (5, 4), (5, 3), (3, 1), (-1, -1)]"
1294,C,m,none,"[(3, 1), (4, 2), (5, 4), (5, 3), (-1, -1), (-1, -1)]"
1295,C,m,none,"[(3, 1), (4, 2), (5, 3), (-1, -1), (-1, -1), (-1, -1)]"
1296,C,m,none,"[(-1, -1), (4, 2), (0, 0), (-1, -1), (3, 1), (-1, -1)]"
1297,C,m,none,"[(3, 1), (4, 2), (5, 3), (-1, -1), (3, 1), (-1, -1)]"
1298,C,m,none,"[(-1, -1), (-1, -1), (5, 1), (5, 1), (6, 2), (8, 4)]"
1299,C,m,none,"[(11, 2), (1, 4), (0, 3), (10, 1), (-1, -1), (-1, -1)]"
1300,C,m,none,"[(-1, -1), (1, 3), (0, 1), (1, 2), (3, 4), (-1, -1)]"
1301,C,m,none,"[(8, 1), (8, 1), (8, 1), (-1, -1), (-1, -1), (-1, -1)]"
1302,C,m,none,"[(8, 1), (8, 1), (8, 1), (10, 3), (-1, -1), (-1, -1)]"
1303,C,m,none,"[(-1, -1), (8, 1), (8, 1), (10, 3), (-1, -1), (-1, -1)]"
1304,C,m,none,"[(-1, -1), (-1, -1), (8, 1), (10, 4), (10, 3), (-1, -1)]"
1305,C,m,none,"[(-1, -1), (-1, -1), (-1, -1), (10, 1), (10, 1), (11, 2)]"
1306,C,m,none,"[(-1, -1), (4, 2), (5, 4), (5, 3), (-1, -1), (-1, -1)]"
1307,C,m,none,"[(-1, -1), (-1, -1), (5, 1), (5, 1), (6, 2), (-1, -1)]"
1308,C,m,none,"[(-1, -1), (-1, -1), (-1, -1), (5, 1), (6, 2), (8, 4)]"
1309,C,7b5,none,"[(-1, -1), (5, 3), (3, 1), (4, 2), (3, 1), (-1, -1)]"
1310,C,7b5,none,"[(8, 3), (7, 1), (9, 4), (8, 2), (-1, -1), (-1, -1)]"
1311,C,7b5,none,"[(-1, -1), (-1, -1), (9, 4), (8, 2), (9, 3), (8, 1)]"
1312,C,m7,none,"[(-1, -1), (1, 1), (3, 4), (1, 1), (3, 3), (-1, -1)]"
1313,C,m7,none,"[(3, 1), (4, 2), (3, 1), (5, 3), (3, 1), (-1, -1)]"
1314,C,m7,none,"[(8, 1), (11, 4), (8, 1), (8, 1), (10, 3), (8, 1)]"
1315,C,m7,none,"[(-1, -1), (8, 3), (8, 3), (8, 3), (-1, -1), (8, 2)]"
1316,C,m7,none,"[(-1, -1), (4, 3), (3, 2), (-1, -1), (3, 1), (-1, -1)]"
1317,C,m7,none,"[(8, 1), (8, 1), (8, 1), (8, 1), (10, 3), (8, 1)]"
1318,C,m7,none,"[(6, 1), (8, 4), (8, 3), (-1, -1), (-1, -1), (8, 2)]"
1319,C,m7,none,"[(11, 2), (11, 2), (0, 3), (10, 1), (-1, -1), (-1, -1)]"
1320,C,m7,none,"[(-1, -1), (4, 4), (3, 3), (1, 1), (3, 2), (-1, -1)]"
1321,C,m7,none,"[(-1, -1), (4, 4), (3, 3), (1, 1), (3, 2), (-1, -1)]"
1322,C,m(maj7),none,"[(-1, -1), (8, 3), (8, 2), (9, 4), (-1, -1), (8, 1)]"
1323,C,m(maj7),none,"[(-1, -1), (4, 2), (4, 2), (5, 3), (3, 1), (-1, -1)]"
1324,C,m(maj7),none,"[(3, 1), (4, 3), (4, 2), (5, 4), (3, 1), (-1, -1)]"
1325,C,dim,none,"[(-1, -1), (4, 4), (5, 3), (4, 2), (3, 1), (-1, -1)]"
1326,C,dim,none,"[(8, 2), (7, 1), (8, 3), (10, 4), (-1, -1), (-1, -1)]"
1327,C,dim,none,"[(-1, -1), (-1, -1), (8, 3), (10, 4), (9, 2), (8, 1)]"
1328,C,6,none,"[(0, 0), (1, 1), (2, 3), (2, 2), (3, 4), (-1, -1)]"
1329,C,6,none,"[(5, 3), (5, 3), (5, 3), (5, 3), (3, 1), (-1, -1)]"
1330,C,6,none,"[(8, 1), (10, 4), (9, 2), (10, 3), (-1, -1), (8, 1)]"
1331,C,6,none,"[(-1, -1), (8, 3), (9, 4), (7, 1), (-1, -1), (8, 2)]"
1332,C,6,none,"[(8, 1), (10, 4), (9, 2), (10, 3), (-1, -1), (-1, -1)]"
1333,C,6,none,"[(5, 1), (5, 1), (5, 1), (-1, -1), (-1, -1), (-1, -1)]"
1334,C,6,none,"[(-1, -1), (-1, -1), (9, 4), (7, 1), (-1, -1), (8, 2)]"
1335,C,6,none,"[(-1, -1), (1, 1), (2, 3), (2, 2), (3, 4), (-1, -1)]"
1336,C,6,none,"[(-1, -1), (-1, -1), (2, 1), (2, 1), (3, 2), (-1, -1)]"
1337,C,6,none,"[(5, 1), (5, 1), (5, 1), (5, 1), (-1, -1), (-1, -1)]"
1338,C,7(#5),none,"[(-1, -1), (1, 1), (1, 1), (2, 2), (1, 1), (-1, -1)]"
1339,C,7(#5),none,"[(4, 2), (5, 3), (3, 1), (6, 4), (3, 1), (-1, -1)]"
1340,C,7(#5),none,"[(8, 1), (9, 3), (9, 2), (8, 1), (-1, -1), (8, 1)]"
1341,C,7(#5),none,"[(-1, -1), (9, 4), (9, 3), (8, 2), (-1, -1), (8, 1)]"
1342,C,7sus4,none,"[(-1, -1), (1, 1), (3, 4), (3, 3), (3, 2), (-1, -1)]"
1343,C,7sus4,none,"[(3, 1), (6, 4), (3, 1), (5, 3), (3, 1), (-1, -1)]"
1344,C,7sus4,none,"[(8, 1), (8, 1), (10, 4), (8, 1), (10, 3), (8, 1)]"
1345,C,maj7,none,"[(0, 0), (0, 0), (0, 0), (2, 2), (3, 3), (-1, -1)]"
1346,C,maj7,none,"[(3, 1), (5, 4), (4, 2), (5, 3), (3, 1), (-1, -1)]"
1347,C,maj7,none,"[(7, 1), (8, 2), (9, 3), (10, 4), (-1, -1), (-1, -1)]"
1348,C,maj7,none,"[(-1, -1), (5, 4), (4, 2), (5, 3), (3, 1), (-1, -1)]"
1349,C,maj7,none,"[(-1, -1), (8, 2), (9, 4), (9, 3), (-1, -1), (8, 1)]"
1350,C,maj7,none,"[(0, 0), (0, 0), (0, 0), (2, 2), (3, 4), (3, 3)]"
1351,C,maj7,none,"[(0, 0), (0, 0), (9, 2), (10, 4), (10, 3), (8, 1)]"
1352,C,maj7,none,"[(0, 0), (0, 0), (5, 4), (5, 3), (3, 1), (-1, -1)]"
1353,C,maj7,none,"[(-1, -1), (-1, -1), (9, 4), (9, 3), (-1, -1), (8, 1)]"
1354,C,maj7,none,"[(3, 3), (0, 0), (0, 0), (2, 1), (3, 2), (-1, -1)]"
1355,C,maj7,none,"[(0, 0), (0, 0), (0, 0), (5, 4), (3, 2), (-1, -1)]"
1356,C,maj7,none,"[(7, 3), (5, 1), (5, 1), (5, 1), (-1, -1), (-1, -1)]"
1357,C,maj7,none,"[(8, 1), (8, 1), (9, 3), (9, 2), (-1, -1), (-1, -1)]"
1358,C,maj7,none,"[(0, 3), (0, 3), (0, 3), (10, 1), (-1, -1), (-1, -1)]"
1359,C,maj7,none,"[(0, 0), (5, 4), (4, 2), (5, 3), (3, 1), (-1, -1)]"
1360,C,maj7,none,"[(3, 3), (1, 1), (4, 4), (2, 2), (-1, -1), (-1, -1)]"
1361,C,maj7,none,"[(-1, -1), (0, 4), (0, 3), (10, 1), (-1, -1), (0, 2)]"
1362,C,maj7,none,"[(3, 3), (1, 1), (4, 4), (2, 2), (-1, -1), (-1, -1)]"
1363,C,5,none,"[(-1, -1), (-1, -1), (-1, -1), (5, 3), (3, 1), (-1, -1)]"
1364,C,5,none,"[(-1, -1), (-1, -1), (-1, -1), (-1, -1), (10, 3), (8, 1)]"
1365,C,5,none,"[(-1, -1), (-1, -1), (5, 4), (5, 3), (3, 1), (-1, -1)]"
1366,C,5,none,"[(-1, -1), (-1, -1), (-1, -1), (10, 4), (10, 3), (8, 1)]"
1367,C,5,none,"[(-1, -1), (-1, -1), (-1, -1), (5, 3), (3, 1), (3, 1)]"
1368,C,5,none,"[(-1, -1), (-1, -1), (5, 3), (5, 2), (-1, -1), (-1, -1)]"
1369,C,5,none,"[(-1, -1), (1, 4), (0, 3), (10, 1), (-1, -1), (-1, -1)]"
1370,C,7(#11),none,"[(-1, -1), (7, 1), (9, 4), (8, 3), (-1, -1), (8, 2)]"
1371,C,7(#11),none,"[(-1, -1), (-1, -1), (3, 1), (4, 3), (3, 1), (-1, -1)]"
1372,C,7(#11),none,"[(6, 2), (7, 3), (5, 1), (-1, -1), (-1, -1), (-1, -1)]"
1373,C,m6,none,"[(-1, -1), (1, 1), (2, 2), (1, 1), (3, 3), (-1, -1)]"
1374,C,m6,none,"[(5, 4), (4, 2), (5, 3), (-1, -1), (3, 1), (-1, -1)]"
1375,C,m6,none,"[(8, 1), (10, 4), (8, 1), (10, 3), (-1, -1), (8, 1)]"
1376,C,m6,none,"[(-1, -1), (8, 4), (8, 3), (7, 1), (-1, -1), (8, 2)]"
1377,C,m6/9,none,"[(10, 4), (8, 2), (8, 2), (7, 1), (-1, -1), (-1, -1)]"
1378,C,7(b9),none,"[(-1, -1), (2, 1), (3, 3), (2, 1), (3, 2), (-1, -1)]"
1379,C,7(b9),none,"[(-1, -1), (-1, -1), (6, 1), (8, 4), (7, 2), (8, 3)]"
1380,C,7(b9),none,"[(9, 3), (8, 1), (9, 2), (8, 1), (-1, -1), (8, 1)]"
1381,C,7(b9),none,"[(3, 4), (2, 1), (3, 3), (2, 1), (3, 2), (-1, -1)]"
1382,C,7(b9),none,"[(-1, -1), (2, 2), (3, 4), (2, 1), (-1, -1), (3, 3)]"
1383,C,m9,none,"[(-1, -1), (3, 4), (3, 3), (1, 1), (3, 2), (-1, -1)]"
1384,C,m9,none,"[(-1, -1), (-1, -1), (7, 2), (8, 4), (6, 1), (8, 3)]"
1385,C,m9,none,"[(10, 4), (8, 1), (8, 1), (8, 1), (10, 3), (8, 1)]"
1386,C,m9,none,"[(10, 3), (11, 4), (8, 1), (10, 2), (-1, -1), (-1, -1)]"
1387,C,13(b9),none,"[(9, 3), (10, 4), (9, 2), (8, 1), (-1, -1), (-1, -1)]"
1388,C,sus4,none,"[(-1, -1), (1, 1), (0, 0), (3, 4), (3, 3), (-1, -1)]"
1389,C,sus4,none,"[(3, 1), (6, 4), (5, 3), (5, 2), (3, 1), (-1, -1)]"
1390,C,sus4,none,"[(8, 1), (8, 1), (10, 4), (10, 3), (8, 1), (8, 1)]"
1391,C,6/9,none,"[(3, 4), (3, 3), (2, 1), (2, 1), (3, 2), (-1, -1)]"
1392,C,6/9,none,"[(8, 4), (8, 3), (7, 1), (7, 1), (7, 1), (8, 2)]"
1393,C,6/9,none,"[(10, 4), (10, 3), (9, 1), (10, 2), (-1, -1), (-1, -1)]"
1394,C,6/9,none,"[(-1, -1), (3, 3), (2, 1), (2, 1), (3, 2), (-1, -1)]"
1395,D,9(#5),none,"[(-1, -1), (3, 1), (3, 1), (4, 2), (3, 1), (-1, -1)]"
1396,D,9(#5),none,"[(6, 4), (5, 3), (5, 3), (4, 1), (-1, -1), (-1, -1)]"
1397,D,13,none,"[(7, 4), (5, 3), (5, 3), (4, 1), (5, 2), (-1, -1)]"
1398,D,13,none,"[(7, 1), (7, 1), (9, 2), (10, 4), (-1, -1), (10, 3)]"
1399,D,13,none,"[(0, 4), (0, 3), (11, 2), (10, 1), (-1, -1), (10, 1)]"
1400,D,13,none,"[(-1, -1), (0, 4), (11, 3), (10, 2), (-1, -1), (10, 1)]"
1401,D,13,none,"[(7, 4), (5, 1), (5, 1), (7, 3), (5, 1), (-1, -1)]"
1402,D,13,none,"[(5, 4), (0, 0), (5, 3), (4, 1), (5, 2), (-1, -1)]"
1403,D,13,none,"[(10, 1), (0, 3), (11, 2), (10, 1), (-1, -1), (-1, -1)]"
1404,D,13,none,"[(-1, -1), (3, 2), (4, 3), (4, 3), (3, 1), (-1, -1)]"
1405,D,13,none,"[(7, 4), (5, 3), (5, 3), (4, 1), (-1, -1), (-1, -1)]"
1406,D,13,none,"[(7, 4), (7, 4), (5, 2), (-1, -1), (5, 1), (-1, -1)]"
1407,D,13,none,"[(7, 4), (5, 2), (5, 2), (4, 1), (0, 0), (-1, -1)]"
1408,D,13,none,"[(10, 1), (0, 4), (11, 2), (10, 1), (0, 3), (10, 1)]"
1409,D,13,none,"[(0, 4), (0, 3), (11, 2), (10, 1), (-1, -1), (-1, -1)]"
1410,D,9,none,"[(0, 0), (1, 1), (2, 2), (-1, -1), (0, 0), (-1, -1)]"
1411,D,9,none,"[(-1, -1), (5, 4), (5, 3), (4, 1), (5, 2), (-1, -1)]"
