,root,triad,bass,fingering
615,C#,maj,none,"[(4, 1), (6, 4), (6, 3), (-1, -1), (-1, -1), (-1, -1)]"
616,C#,maj,none,"[(-1, -1), (6, 3), (6, 3), (6, 3), (-1, -1), (-1, -1)]"
617,C#,maj,none,"[(-1, -1), (2, 2), (1, 1), (3, 3), (4, 4), (-1, -1)]"
618,C#,maj,none,"[(-1, -1), (-1, -1), (6, 4), (3, 1), (-1, -1), (4, 2)]"
619,C#,maj,none,"[(9, 1), (9, 1), (10, 2), (-1, -1), (-1, -1), (-1, -1)]"
620,C#,maj9,none,"[(-1, -1), (4, 3), (5, 4), (3, 1), (4, 2), (-1, -1)]"
621,C#,maj9,none,"[(-1, -1), (-1, -1), (8, 1), (10, 3), (8, 1), (9, 2)]"
622,C#,maj9,none,"[(8, 1), (9, 2), (8, 1), (11, 4), (-1, -1), (-1, -1)]"
623,C#,maj9,none,"[(4, 2), (4, 2), (5, 3), (-1, -1), (4, 1), (-1, -1)]"
624,C#,6,none,"[(-1, -1), (2, 1), (3, 3), (3, 2), (4, 4), (-1, -1)]"
625,C#,6,none,"[(6, 3), (6, 3), (6, 3), (6, 3), (4, 1), (-1, -1)]"
626,C#,6,none,"[(9, 1), (11, 4), (10, 2), (11, 3), (-1, -1), (9, 1)]"
627,C#,6,none,"[(-1, -1), (-1, -1), (3, 1), (6, 4), (4, 2), (-1, -1)]"
628,C#,6,none,"[(9, 1), (11, 4), (10, 2), (11, 3), (-1, -1), (-1, -1)]"
629,C#,6,none,"[(-1, -1), (11, 4), (10, 2), (11, 3), (-1, -1), (-1, -1)]"
630,C#,6,none,"[(6, 3), (6, 3), (6, 3), (-1, -1), (-1, -1), (-1, -1)]"
631,C#,maj7,none,"[(1, 1), (1, 1), (1, 1), (3, 3), (4, 4), (-1, -1)]"
632,C#,maj7,none,"[(4, 1), (6, 4), (5, 2), (6, 3), (4, 1), (-1, -1)]"
633,C#,maj7,none,"[(8, 1), (9, 2), (10, 3), (11, 4), (-1, -1), (-1, -1)]"
634,C#,maj7,none,"[(-1, -1), (9, 2), (10, 4), (10, 3), (-1, -1), (9, 1)]"
635,C#,maj7,none,"[(-1, -1), (6, 4), (5, 2), (6, 3), (4, 1), (-1, -1)]"
636,C#,maj7,none,"[(-1, -1), (6, 4), (5, 3), (-1, -1), (4, 2), (-1, -1)]"
637,C#,5,none,"[(-1, -1), (-1, -1), (6, 4), (6, 3), (4, 1), (-1, -1)]"
638,C#,5,none,"[(-1, -1), (-1, -1), (-1, -1), (6, 4), (4, 1), (-1, -1)]"
639,C#,sus4,none,"[(4, 1), (7, 4), (6, 3), (6, 2), (4, 1), (-1, -1)]"
640,C#,sus4,none,"[(9, 4), (7, 2), (6, 1), (6, 1), (-1, -1), (-1, -1)]"
641,C#,sus4,none,"[(9, 1), (9, 1), (11, 4), (11, 3), (9, 1), (9, 1)]"
642,C#,6/9,none,"[(4, 4), (4, 3), (3, 1), (3, 1), (4, 2), (-1, -1)]"
643,C#,6/9,none,"[(9, 4), (9, 3), (8, 1), (8, 1), (8, 1), (9, 2)]"
644,C#,6/9,none,"[(11, 4), (11, 3), (10, 1), (11, 2), (-1, -1), (-1, -1)]"
645,D#,9(#5),none,"[(-1, -1), (6, 4), (4, 1), (5, 2), (4, 1), (-1, -1)]"
646,D#,13,none,"[(8, 4), (6, 3), (6, 3), (5, 1), (6, 2), (-1, -1)]"
647,D#,13,none,"[(8, 1), (8, 1), (10, 2), (11, 4), (-1, -1), (11, 3)]"
648,D#,13,none,"[(1, 4), (1, 3), (0, 2), (11, 1), (-1, -1), (11, 1)]"
649,D#,7(#9),none,"[(2, 4), (2, 3), (0, 0), (1, 1), (-1, -1), (-1, -1)]"
650,D#,7(#9),none,"[(-1, -1), (7, 4), (6, 3), (5, 1), (6, 2), (-1, -1)]"
651,D#,7(#9),none,"[(2, 4), (11, 1), (0, 2), (11, 1), (1, 3), (11, 1)]"
652,D#,+(#11),none,"[(5, 1), (0, 0), (0, 0), (-1, -1), (6, 2), (-1, -1)]"
653,D#,+(#11),none,"[(7, 4), (0, 0), (0, 0), (-1, -1), (6, 1), (-1, -1)]"
654,D#,9,none,"[(-1, -1), (6, 4), (6, 3), (5, 1), (6, 2), (-1, -1)]"
655,D#,9,none,"[(-1, -1), (11, 4), (10, 2), (11, 3), (10, 1), (-1, -1)]"
656,D#,9,none,"[(11, 4), (11, 3), (10, 1), (11, 2), (-1, -1), (-1, -1)]"
657,D#,9,none,"[(6, 3), (6, 3), (6, 3), (5, 1), (6, 2), (-1, -1)]"
658,D#,9,none,"[(6, 3), (6, 3), (6, 3), (5, 1), (-1, -1), (6, 2)]"
659,D#,9,none,"[(-1, -1), (6, 4), (6, 3), (5, 1), (-1, -1), (6, 2)]"
660,D#,9,none,"[(11, 4), (8, 1), (10, 2), (11, 3), (-1, -1), (-1, -1)]"
661,D#,9,none,"[(11, 4), (11, 4), (10, 2), (11, 3), (10, 1), (-1, -1)]"
662,D#,9,none,"[(-1, -1), (6, 1), (6, 1), (8, 3), (6, 1), (-1, -1)]"
663,D#,9b5,none,"[(1, 1), (2, 3), (3, 2), (1, 1), (-1, -1), (-1, -1)]"
664,D#,9b5,none,"[(6, 1), (6, 4), (6, 3), (5, 1), (6, 2), (6, 1)]"
665,D#,9b5,none,"[(11, 4), (11, 1), (10, 1), (11, 3), (10, 1), (11, 2)]"
666,D#,7,none,"[(-1, -1), (4, 1), (6, 4), (5, 2), (6, 3), (-1, -1)]"
667,D#,7,none,"[(6, 1), (8, 4), (6, 1), (8, 3), (6, 1), (-1, -1)]"
668,D#,7,none,"[(11, 1), (2, 4), (0, 2), (11, 1), (1, 3), (11, 1)]"
669,D#,7,none,"[(3, 3), (2, 1), (3, 2), (-1, -1), (-1, -1), (-1, -1)]"
670,D#,7,none,"[(-1, -1), (-1, -1), (6, 3), (5, 1), (6, 2), (-1, -1)]"
671,D#,7,none,"[(6, 1), (8, 4), (6, 1), (-1, -1), (-1, -1), (-1, -1)]"
672,D#,7,none,"[(-1, -1), (4, 1), (6, 3), (5, 2), (-1, -1), (-1, -1)]"
673,D#,7,none,"[(9, 1), (11, 2), (0, 3), (-1, -1), (-1, -1), (-1, -1)]"
674,D#,7,none,"[(-1, -1), (4, 1), (6, 4), (5, 2), (-1, -1), (6, 3)]"
675,D#,7,none,"[(-1, -1), (-1, -1), (6, 4), (5, 2), (-1, -1), (6, 3)]"
676,D#,7,none,"[(3, 4), (2, 2), (3, 3), (1, 1), (-1, -1), (-1, -1)]"
677,D#,7,none,"[(-1, -1), (8, 4), (6, 1), (8, 3), (6, 1), (-1, -1)]"
678,D#,dim7,none,"[(-1, -1), (-1, -1), (6, 3), (4, 1), (6, 4), (6, 2)]"
679,D#,dim7,none,"[(-1, -1), (11, 4), (8, 1), (11, 3), (9, 2), (-1, -1)]"
680,D#,dim7,none,"[(11, 4), (11, 2), (11, 3), (11, 1), (-1, -1), (-1, -1)]"
681,D#,dim7,none,"[(-1, -1), (7, 4), (6, 1), (8, 3), (6, 2), (-1, -1)]"
682,D#,dim7,none,"[(-1, -1), (11, 1), (11, 3), (11, 1), (-1, -1), (11, 2)]"
683,D#,dim7,none,"[(2, 4), (2, 2), (3, 3), (1, 1), (-1, -1), (-1, -1)]"
684,D#,dim7,none,"[(6, 1), (7, 4), (6, 1), (8, 3), (6, 2), (-1, -1)]"
685,D#,dim7,none,"[(6, 4), (4, 2), (6, 3), (4, 1), (-1, -1), (-1, -1)]"
686,D#,aug,none,"[(-1, -1), (0, 0), (0, 0), (1, 2), (2, 3), (-1, -1)]"
687,D#,aug,none,"[(-1, -1), (-1, -1), (0, 0), (1, 2), (2, 3), (3, 4)]"
688,D#,aug,none,"[(11, 1), (0, 3), (0, 2), (1, 4), (-1, -1), (-1, -1)]"
689,D#,maj,none,"[(3, 1), (4, 2), (3, 1), (5, 3), (6, 4), (-1, -1)]"
690,D#,maj,none,"[(-1, -1), (8, 3), (8, 3), (8, 3), (6, 1), (-1, -1)]"
691,D#,maj,none,"[(11, 1), (11, 1), (0, 2), (1, 4), (1, 3), (11, 1)]"
692,D#,maj,none,"[(-1, -1), (8, 4), (0, 0), (-1, -1), (6, 1), (-1, -1)]"
693,D#,maj,none,"[(6, 1), (8, 4), (8, 3), (-1, -1), (-1, -1), (-1, -1)]"
694,D#,maj,none,"[(-1, -1), (8, 1), (8, 1), (8, 1), (10, 3), (-1, -1)]"
695,D#,maj,none,"[(-1, -1), (8, 3), (8, 3), (8, 3), (-1, -1), (6, 1)]"
696,D#,maj,none,"[(-1, -1), (4, 4), (3, 3), (1, 1), (1, 1), (-1, -1)]"
697,D#,maj,none,"[(-1, -1), (4, 2), (3, 1), (5, 3), (-1, -1), (-1, -1)]"
698,D#,maj,none,"[(-1, -1), (8, 1), (8, 1), (8, 1), (-1, -1), (-1, -1)]"
699,D#,maj,none,"[(6, 1), (8, 4), (8, 3), (8, 2), (6, 1), (-1, -1)]"
700,D#,maj,none,"[(-1, -1), (8, 3), (8, 3), (8, 3), (6, 1), (6, 1)]"
701,D#,maj,none,"[(-1, -1), (-1, -1), (8, 4), (5, 1), (-1, -1), (-1, -1)]"
702,D#,maj,none,"[(11, 1), (11, 1), (0, 2), (-1, -1), (-1, -1), (-1, -1)]"
703,D#,maj,none,"[(-1, -1), (4, 2), (3, 1), (5, 3), (6, 4), (-1, -1)]"
704,D#,11,none,"[(1, 1), (2, 2), (1, 1), (1, 1), (-1, -1), (-1, -1)]"
705,D#,11,none,"[(6, 1), (6, 1), (6, 1), (6, 1), (6, 1), (-1, -1)]"
706,D#,11,none,"[(9, 1), (9, 1), (10, 2), (11, 3), (-1, -1), (11, 4)]"
707,D#,maj9,none,"[(1, 2), (3, 4), (0, 0), (1, 1), (-1, -1), (-1, -1)]"
708,D#,maj9,none,"[(-1, -1), (6, 3), (7, 4), (5, 1), (6, 2), (-1, -1)]"
709,D#,maj9,none,"[(10, 1), (11, 2), (10, 1), (1, 4), (-1, -1), (-1, -1)]"
710,D#,maj9,none,"[(1, 1), (3, 4), (3, 3), (1, 1), (-1, -1), (-1, -1)]"
711,D#,sus2,none,"[(6, 1), (6, 1), (8, 4), (8, 3), (6, 1), (-1, -1)]"
712,D#,sus2,none,"[(-1, -1), (6, 1), (8, 4), (8, 3), (6, 1), (-1, -1)]"
713,D#,m11,none,"[(-1, -1), (9, 4), (6, 1), (8, 3), (-1, -1), (-1, -1)]"
714,D#,m11,none,"[(4, 1), (7, 4), (6, 3), (-1, -1), (6, 2), (-1, -1)]"
715,D#,m,none,"[(2, 1), (4, 4), (3, 2), (4, 3), (-1, -1), (-1, -1)]"
716,D#,m,none,"[(6, 1), (7, 2), (8, 4), (8, 3), (6, 1), (-1, -1)]"
717,D#,m,none,"[(11, 1), (11, 1), (11, 1), (1, 4), (1, 3), (11, 1)]"
718,D#,m,none,"[(-1, -1), (4, 3), (3, 1), (4, 2), (-1, -1), (-1, -1)]"
719,D#,m,none,"[(-1, -1), (7, 2), (8, 4), (8, 3), (6, 1), (-1, -1)]"
720,D#,7b5,none,"[(3, 4), (2, 3), (3, 2), (1, 1), (-1, -1), (-1, -1)]"
721,D#,7b5,none,"[(-1, -1), (8, 3), (6, 1), (8, 2), (6, 1), (-1, -1)]"
722,D#,7b5,none,"[(11, 3), (11, 1), (0, 4), (11, 2), (-1, -1), (-1, -1)]"
723,D#,m7,none,"[(-1, -1), (4, 1), (6, 4), (4, 1), (6, 3), (-1, -1)]"
724,D#,m7,none,"[(6, 1), (7, 2), (6, 1), (8, 3), (6, 1), (-1, -1)]"
725,D#,m7,none,"[(11, 1), (2, 4), (11, 1), (11, 1), (1, 3), (11, 1)]"
726,D#,m7,none,"[(-1, -1), (7, 4), (6, 3), (4, 1), (6, 2), (-1, -1)]"
727,D#,m7,none,"[(-1, -1), (7, 3), (6, 2), (-1, -1), (6, 1), (-1, -1)]"
728,D#,m7,none,"[(-1, -1), (-1, -1), (6, 3), (4, 1), (6, 2), (-1, -1)]"
729,D#,m7,none,"[(-1, -1), (7, 2), (6, 1), (8, 3), (-1, -1), (-1, -1)]"
730,D#,m7,none,"[(-1, -1), (11, 3), (11, 3), (11, 3), (-1, -1), (11, 2)]"
731,D#,m7,none,"[(-1, -1), (4, 1), (6, 4), (4, 1), (4, 1), (-1, -1)]"
732,D#,m7,none,"[(-1, -1), (4, 1), (6, 4), (4, 1), (-1, -1), (6, 3)]"
733,D#,m7,none,"[(-1, -1), (7, 2), (6, 1), (8, 3), (6, 1), (-1, -1)]"
734,D#,dim,none,"[(2, 3), (4, 4), (3, 2), (1, 1), (-1, -1), (-1, -1)]"
735,D#,dim,none,"[(-1, -1), (7, 4), (8, 3), (8, 2), (6, 1), (-1, -1)]"
736,D#,dim,none,"[(11, 2), (11, 1), (11, 3), (1, 4), (-1, -1), (-1, -1)]"
737,D#,dim,none,"[(-1, -1), (4, 4), (3, 1), (4, 3), (-1, -1), (-1, -1)]"
738,D#,6,none,"[(-1, -1), (4, 1), (5, 3), (5, 2), (6, 4), (-1, -1)]"
739,D#,6,none,"[(8, 3), (8, 3), (8, 3), (8, 3), (6, 1), (-1, -1)]"
740,D#,6,none,"[(11, 1), (1, 4), (0, 2), (1, 3), (-1, -1), (11, 1)]"
741,D#,6,none,"[(8, 1), (8, 1), (8, 1), (-1, -1), (-1, -1), (-1, -1)]"
742,D#,6,none,"[(11, 1), (1, 4), (0, 2), (1, 3), (-1, -1), (-1, -1)]"
743,D#,6,none,"[(-1, -1), (1, 4), (0, 2), (1, 3), (-1, -1), (-1, -1)]"
744,D#,7(#5),none,"[(-1, -1), (4, 1), (4, 1), (5, 2), (4, 1), (-1, -1)]"
745,D#,7(#5),none,"[(7, 2), (8, 3), (6, 1), (9, 4), (6, 1), (-1, -1)]"
746,D#,7(#5),none,"[(11, 1), (0, 3), (0, 2), (11, 1), (-1, -1), (11, 1)]"
747,D#,7sus4,none,"[(-1, -1), (4, 1), (6, 4), (6, 3), (6, 2), (-1, -1)]"
748,D#,7sus4,none,"[(6, 1), (9, 4), (6, 1), (8, 3), (6, 1), (-1, -1)]"
749,D#,7sus4,none,"[(11, 1), (11, 1), (1, 4), (11, 1), (1, 3), (11, 1)]"
750,D#,7sus4,none,"[(-1, -1), (-1, -1), (6, 3), (6, 2), (6, 2), (-1, -1)]"
751,D#,maj7,none,"[(3, 1), (3, 1), (3, 1), (5, 3), (6, 4), (-1, -1)]"
752,D#,maj7,none,"[(6, 1), (8, 4), (7, 2), (8, 3), (6, 1), (-1, -1)]"
753,D#,maj7,none,"[(10, 1), (11, 2), (0, 3), (1, 4), (-1, -1), (-1, -1)]"
754,D#,7(#11),none,"[(-1, -1), (-1, -1), (6, 1), (7, 3), (6, 1), (-1, -1)]"
755,D#,m6,none,"[(-1, -1), (4, 1), (5, 2), (4, 1), (6, 3), (-1, -1)]"
756,D#,m6,none,"[(8, 4), (7, 2), (8, 3), (-1, -1), (6, 1), (-1, -1)]"
757,D#,m6,none,"[(11, 1), (1, 4), (11, 1), (1, 3), (-1, -1), (11, 1)]"
758,D#,m9,none,"[(-1, -1), (6, 4), (6, 3), (4, 1), (6, 2), (-1, -1)]"
759,D#,m9,none,"[(-1, -1), (-1, -1), (10, 2), (11, 4), (9, 1), (11, 3)]"
760,D#,m9,none,"[(1, 4), (11, 1), (11, 1), (11, 1), (1, 3), (11, 1)]"
761,D#,sus4,none,"[(-1, -1), (4, 2), (3, 1), (6, 4), (6, 3), (-1, -1)]"
762,D#,sus4,none,"[(6, 1), (9, 4), (8, 3), (8, 2), (6, 1), (-1, -1)]"
763,D#,sus4,none,"[(11, 1), (11, 1), (1, 4), (1, 3), (11, 1), (11, 1)]"
764,D#,6/9,none,"[(1, 3), (1, 2), (0, 0), (1, 1), (-1, -1), (-1, -1)]"
765,D#,6/9,none,"[(6, 4), (6, 3), (5, 1), (5, 1), (6, 2), (-1, -1)]"
766,D#,6/9,none,"[(11, 4), (11, 3), (10, 1), (10, 1), (10, 1), (11, 2)]"
767,D#,6/9,none,"[(1, 1), (1, 1), (3, 3), (1, 1), (-1, -1), (-1, -1)]"
768,D#,6/9,none,"[(-1, -1), (6, 3), (5, 1), (-1, -1), (6, 2), (-1, -1)]"
769,F#,maj13,none,"[(-1, -1), (4, 4), (3, 3), (3, 2), (-1, -1), (2, 1)]"
770,F#,aug,none,"[(-1, -1), (3, 1), (3, 1), (4, 2), (5, 3), (-1, -1)]"
771,F#,aug,none,"[(-1, -1), (-1, -1), (3, 1), (4, 2), (5, 3), (6, 4)]"
772,F#,aug,none,"[(10, 1), (11, 3), (11, 2), (0, 4), (-1, -1), (-1, -1)]"
773,F#,maj,none,"[(2, 1), (2, 1), (3, 2), (4, 4), (4, 3), (2, 1)]"
774,F#,maj,none,"[(6, 1), (7, 2), (6, 1), (8, 3), (9, 4), (-1, -1)]"
775,F#,maj,none,"[(-1, -1), (11, 3), (11, 3), (11, 3), (9, 1), (-1, -1)]"
776,F#,maj,none,"[(-1, -1), (-1, -1), (-1, -1), (4, 1), (4, 1), (6, 3)]"
777,F#,maj,none,"[(-1, -1), (2, 1), (3, 2), (-1, -1), (4, 3), (-1, -1)]"
778,F#,maj9,none,"[(1, 1), (2, 2), (1, 1), (4, 4), (-1, -1), (-1, -1)]"
779,F#,maj9,none,"[(6, 1), (6, 1), (6, 1), (6, 1), (9, 4), (-1, -1)]"
780,F#,maj9,none,"[(-1, -1), (9, 3), (10, 4), (8, 1), (9, 2), (-1, -1)]"
781,F#,m,none,"[(2, 1), (2, 1), (3, 1), (4, 4), (4, 3), (2, 1)]"
782,F#,m,none,"[(6, 2), (7, 4), (6, 3), (4, 1), (-1, -1), (-1, -1)]"
783,F#,m,none,"[(9, 1), (11, 2), (11, 4), (11, 3), (9, 1), (-1, -1)]"
784,F#,m,none,"[(-1, -1), (2, 1), (3, 1), (-1, -1), (-1, -1), (2, 1)]"
785,F#,dim,none,"[(-1, -1), (-1, -1), (3, 1), (4, 3), (4, 2), (2, 1)]"
786,F#,dim,none,"[(6, 3), (7, 4), (6, 2), (4, 1), (-1, -1), (-1, -1)]"
787,F#,dim,none,"[(-1, -1), (11, 4), (11, 3), (11, 2), (9, 1), (-1, -1)]"
788,F#,6,none,"[(2, 1), (4, 4), (3, 2), (4, 3), (-1, -1), (2, 1)]"
789,F#,6,none,"[(-1, -1), (7, 1), (8, 3), (8, 2), (9, 4), (-1, -1)]"
790,F#,6,none,"[(11, 3), (11, 3), (11, 3), (11, 3), (9, 1), (-1, -1)]"
791,F#,maj7,none,"[(-1, -1), (2, 1), (3, 3), (3, 2), (4, 4), (2, 1)]"
792,F#,maj7,none,"[(6, 1), (6, 1), (6, 1), (8, 3), (9, 4), (-1, -1)]"
793,F#,maj7,none,"[(9, 1), (11, 4), (10, 2), (11, 3), (9, 1), (-1, -1)]"
794,F#,maj7,none,"[(-1, -1), (-1, -1), (-1, -1), (4, 1), (8, 4), (6, 2)]"
795,F#,maj7,none,"[(-1, -1), (2, 2), (3, 4), (3, 3), (-1, -1), (2, 1)]"
796,F#,5,none,"[(-1, -1), (-1, -1), (-1, -1), (4, 4), (4, 3), (2, 1)]"
797,F#,m6,none,"[(2, 1), (4, 4), (3, 1), (4, 3), (-1, -1), (2, 1)]"
798,F#,m6,none,"[(-1, -1), (7, 1), (8, 2), (8, 1), (9, 3), (-1, -1)]"
799,F#,m6,none,"[(11, 4), (11, 2), (11, 3), (-1, -1), (9, 1), (-1, -1)]"
800,F#,6/9,none,"[(2, 4), (2, 3), (1, 1), (1, 1), (1, 1), (2, 2)]"
801,F#,6/9,none,"[(4, 4), (4, 3), (3, 1), (4, 2), (-1, -1), (-1, -1)]"
802,F#,6/9,none,"[(9, 4), (9, 3), (8, 1), (8, 1), (9, 2), (-1, -1)]"
803,A,13,none,"[(2, 1), (2, 1), (4, 3), (5, 4), (0, 0), (-1, -1)]"
804,A,13,none,"[(7, 4), (7, 3), (6, 2), (5, 1), (-1, -1), (5, 1)]"
805,A,13,none,"[(2, 4), (0, 3), (0, 2), (11, 1), (0, 0), (-1, -1)]"
806,A,13,none,"[(5, 1), (7, 3), (6, 2), (5, 1), (0, 0), (-1, -1)]"
807,A,13,none,"[(5, 1), (7, 4), (6, 2), (5, 1), (7, 3), (5, 1)]"
808,A,13,none,"[(-1, -1), (7, 4), (6, 3), (5, 2), (-1, -1), (5, 1)]"
809,A,13,none,"[(-1, -1), (7, 4), (6, 2), (7, 3), (-1, -1), (5, 1)]"
810,A,13,none,"[(-1, -1), (10, 2), (11, 4), (11, 3), (10, 1), (-1, -1)]"
811,A,13,none,"[(2, 4), (0, 3), (0, 3), (11, 1), (0, 2), (-1, -1)]"
812,A,13,none,"[(2, 3), (2, 3), (0, 1), (2, 2), (-1, -1), (-1, -1)]"
813,A,13,none,"[(5, 1), (7, 3), (6, 2), (5, 1), (-1, -1), (-1, -1)]"
814,A,13,none,"[(7, 3), (7, 3), (6, 2), (5, 1), (-1, -1), (-1, -1)]"
815,A,9,none,"[(3, 2), (2, 1), (4, 3), (2, 1), (0, 0), (-1, -1)]"
816,A,9,none,"[(5, 4), (5, 3), (4, 1), (5, 2), (0, 0), (-1, -1)]"
817,A,9,none,"[(7, 3), (5, 1), (6, 2), (5, 1), (0, 0), (-1, -1)]"
818,A,9b5,none,"[(-1, -1), (0, 0), (0, 0), (1, 1), (0, 0), (-1, -1)]"
819,A,9b5,none,"[(5, 4), (4, 1), (4, 1), (5, 3), (4, 1), (5, 2)]"
820,A,9b5,none,"[(7, 1), (8, 3), (8, 2), (7, 1), (0, 0), (-1, -1)]"
821,A,maj13,none,"[(-1, -1), (7, 4), (6, 3), (6, 2), (-1, -1), (5, 1)]"
822,A,maj13,none,"[(0, 0), (2, 3), (1, 1), (4, 4), (0, 0), (-1, -1)]"
823,A,7,none,"[(0, 0), (2, 3), (0, 0), (2, 1), (0, 0), (-1, -1)]"
824,A,7,none,"[(5, 1), (8, 4), (6, 2), (5, 1), (7, 3), (5, 1)]"
825,A,7,none,"[(0, 0), (10, 1), (0, 4), (11, 2), (0, 3), (-1, -1)]"
826,A,7,none,"[(5, 1), (5, 1), (6, 2), (5, 1), (7, 3), (5, 1)]"
827,A,7,none,"[(3, 4), (2, 3), (2, 2), (2, 1), (0, 0), (-1, -1)]"
828,A,7,none,"[(3, 4), (2, 3), (0, 0), (2, 2), (0, 0), (-1, -1)]"
829,A,7,none,"[(-1, -1), (-1, -1), (0, 0), (5, 4), (4, 1), (5, 2)]"
830,A,7,none,"[(0, 0), (10, 1), (0, 0), (11, 2), (0, 3), (-1, -1)]"
831,A,7,none,"[(-1, -1), (-1, -1), (0, 0), (2, 2), (0, 0), (-1, -1)]"
832,A,7,none,"[(9, 3), (8, 1), (9, 2), (-1, -1), (-1, -1), (-1, -1)]"
833,A,7,none,"[(0, 0), (5, 2), (6, 3), (5, 1), (0, 0), (-1, -1)]"
834,A,7,none,"[(-1, -1), (-1, -1), (0, 3), (11, 1), (0, 2), (-1, -1)]"
835,A,7,none,"[(3, 3), (2, 1), (-1, -1), (-1, -1), (0, 0), (-1, -1)]"
836,A,7,none,"[(-1, -1), (-1, -1), (6, 3), (5, 2), (-1, -1), (5, 1)]"
837,A,7,none,"[(-1, -1), (2, 2), (0, 0), (-1, -1), (0, 0), (-1, -1)]"
838,A,7,none,"[(9, 1), (10, 2), (0, 0), (11, 3), (0, 0), (-1, -1)]"
839,A,7,none,"[(0, 0), (10, 3), (9, 1), (-1, -1), (10, 2), (-1, -1)]"
840,A,dim7,none,"[(-1, -1), (-1, -1), (5, 3), (4, 1), (6, 4), (5, 2)]"
841,A,dim7,none,"[(-1, -1), (10, 4), (8, 1), (10, 3), (9, 2), (-1, -1)]"
842,A,dim7,none,"[(11, 4), (10, 2), (11, 3), (10, 1), (-1, -1), (-1, -1)]"
843,A,dim7,none,"[(2, 4), (1, 2), (2, 3), (1, 1), (-1, -1), (-1, -1)]"
844,A,dim7,none,"[(5, 4), (4, 2), (5, 3), (4, 1), (0, 0), (-1, -1)]"
845,A,dim7,none,"[(8, 4), (7, 2), (8, 3), (7, 1), (-1, -1), (-1, -1)]"
846,A,dim7,none,"[(-1, -1), (-1, -1), (5, 3), (4, 1), (0, 0), (-1, -1)]"
847,A,dim7,none,"[(5, 4), (4, 2), (5, 3), (4, 1), (-1, -1), (-1, -1)]"
848,A,dim7,none,"[(-1, -1), (4, 1), (5, 3), (4, 1), (-1, -1), (5, 2)]"
849,A,dim7,none,"[(8, 3), (7, 1), (8, 2), (-1, -1), (-1, -1), (-1, -1)]"
850,A,dim7,none,"[(8, 3), (7, 1), (8, 2), (-1, -1), (0, 0), (-1, -1)]"
851,A,dim7,none,"[(2, 1), (4, 3), (-1, -1), (-1, -1), (0, 0), (-1, -1)]"
852,A,dim7,none,"[(-1, -1), (1, 4), (11, 1), (1, 3), (0, 2), (-1, -1)]"
853,A,dim7,none,"[(-1, -1), (-1, -1), (5, 3), (4, 1), (-1, -1), (5, 2)]"
854,A,dim7,none,"[(-1, -1), (-1, -1), (8, 2), (7, 1), (9, 3), (-1, -1)]"
855,A,dim7,none,"[(-1, -1), (-1, -1), (11, 2), (10, 1), (0, 3), (-1, -1)]"
856,A,dim7,none,"[(-1, -1), (7, 4), (5, 1), (7, 3), (6, 2), (-1, -1)]"
857,A,dim7,none,"[(-1, -1), (-1, -1), (2, 3), (1, 1), (-1, -1), (2, 2)]"
858,A,maj,none,"[(0, 0), (2, 3), (2, 2), (2, 1), (0, 0), (-1, -1)]"
859,A,maj,none,"[(5, 1), (5, 1), (6, 2), (7, 4), (7, 3), (5, 1)]"
860,A,maj,none,"[(9, 1), (10, 2), (9, 1), (11, 3), (0, 4), (-1, -1)]"
861,A,maj,none,"[(0, 0), (5, 4), (2, 1), (-1, -1), (4, 3), (0, 0)]"
862,A,maj,none,"[(5, 2), (-1, -1), (-1, -1), (7, 4), (4, 1), (-1, -1)]"
863,A,maj,none,"[(5, 4), (2, 1), (2, 1), (2, 1), (0, 0), (-1, -1)]"
864,A,maj,none,"[(0, 0), (5, 1), (6, 2), (7, 3), (0, 0), (-1, -1)]"
865,A,maj,none,"[(9, 2), (10, 3), (9, 1), (-1, -1), (-1, -1), (-1, -1)]"
866,A,maj,none,"[(-1, -1), (2, 1), (2, 1), (2, 1), (0, 0), (-1, -1)]"
867,A,maj,none,"[(0, 0), (5, 1), (6, 2), (-1, -1), (-1, -1), (-1, -1)]"
868,A,maj,none,"[(5, 1), (5, 1), (6, 2), (7, 3), (0, 0), (-1, -1)]"
869,A,maj,none,"[(9, 2), (10, 4), (9, 3), (7, 1), (0, 0), (-1, -1)]"
870,A,maj,none,"[(-1, -1), (2, 1), (2, 1), (2, 1), (4, 3), (-1, -1)]"
871,A,maj,none,"[(-1, -1), (-1, -1), (-1, -1), (-1, -1), (4, 1), (5, 2)]"
872,A,maj,none,"[(0, 1), (2, 3), (2, 3), (2, 3), (0, 1), (-1, -1)]"
873,A,maj,none,"[(-1, -1), (10, 2), (9, 1), (11, 3), (-1, -1), (-1, -1)]"
874,A,maj,none,"[(5, 1), (5, 1), (6, 2), (7, 4), (7, 3), (-1, -1)]"
875,A,maj,none,"[(-1, -1), (5, 1), (6, 2), (7, 3), (-1, -1), (-1, -1)]"
876,A,13(#11),none,"[(11, 3), (0, 4), (11, 2), (11, 2), (10, 1), (-1, -1)]"
877,A,11,none,"[(0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (-1, -1)]"
878,A,11,none,"[(3, 1), (3, 1), (4, 2), (5, 3), (0, 0), (-1, -1)]"
879,A,11,none,"[(7, 1), (8, 2), (7, 1), (7, 1), (0, 0), (-1, -1)]"
880,A,maj9,none,"[(0, 0), (0, 0), (1, 1), (2, 2), (0, 0), (-1, -1)]"
